gene,mean_effect,median_effect,n_samples_positive,n_samples_negative
PYROXD1,0.03454442,0.01064338,4,1
CYTL1,0.03677574,0.0106047485,4,0
RFC5,0.043123465,0.010535534,4,0
TMX4,-0.0058463416,0.010522492,4,1
ARMH3,0.09144646,0.01051385,4,1
MTMR3,-0.0038439732,0.010488667,4,1
RPF2,0.085055105,0.010470234,4,1
ZNF548,0.08058401,0.010424414,4,0
HGH1,-0.030810473,0.010412138,4,1
ABHD12,0.08272342,0.010402992,4,2
THOC1,0.015678661,0.010388602,4,2
AL161785.1,0.0382545,0.010350568,4,0
TTN-AS1,0.085397184,0.010301126,4,0
STRIP1,0.08719977,0.01028946,4,1
HELQ,0.04620501,0.010258708,4,0
SNX8,0.0720643,0.010048807,4,2
RALGAPA1,0.079807535,0.009976648,4,2
GCNT2,0.054650452,0.0099734645,4,1
PAAF1,0.03105999,0.009949615,4,1
ELAC2,0.0027330816,0.009897092,4,2
TOMM40,0.014210236,0.009878613,4,2
PSEN1,0.055373758,0.009796396,4,1
SYT17,-0.009528431,0.009781517,4,2
ME1,0.06722268,0.0097566955,4,1
ZNF641,0.043595772,0.009747678,4,0
ZFC3H1,0.016673913,0.009725023,4,1
MCM9,0.0626885,0.009670259,4,0
CXCL1,0.09284991,0.0096208565,4,0
FAAP100,0.045779448,0.009604607,4,1
PEX5,0.033885974,0.009588549,4,0
UVRAG,0.20362242,0.009551451,4,1
SLC9A6,0.062007796,0.009415394,4,0
FEM1C,0.0054446906,0.009356331,4,2
CYTH2,0.02587033,0.009345442,4,1
SSR3,-0.06602375,0.009333417,4,2
CAMKK2,0.062920615,0.009318693,4,2
PPP1R10,0.021807766,0.00930259,4,2
DLST,-0.02365773,0.009171378,4,2
DGKQ,0.05432631,0.0091505535,4,0
GRHPR,0.025573978,0.00908998,4,2
LRRC37A2,-0.02409122,0.009070271,4,1
EMSY,0.016315525,0.0090435445,4,1
RPGR,0.06947601,0.008995052,4,0
GNAI3,0.031731457,0.008911423,4,2
NAGA,0.037696525,0.00888449,4,2
MXRA7,0.03989638,0.008812841,4,1
RXRB,0.016661383,0.008762477,4,1
RASA4B,0.01858499,0.008688655,4,1
RNF11,-0.026245499,0.008648202,4,2
AMT,0.05017974,0.0086349975,4,0
TTBK2,0.0132378945,0.00857259,4,1
ARID1B,-0.09553183,0.008417927,4,2
AC006480.2,0.10073952,0.00841311,4,0
DENND11,0.018619759,0.0082577355,4,0
PBRM1,-0.10028788,0.00822901,4,2
MED1,-0.012572522,0.008181922,4,2
HCK,0.1824951,0.008142382,4,2
DDX52,-0.06247424,0.008114159,4,2
AC093525.6,0.05955704,0.008050433,4,0
FAHD1,0.017831126,0.007954024,4,1
HILPDA,0.035077974,0.007950618,4,1
SPOUT1,0.063841306,0.007938897,4,0
RUVBL1,0.014088519,0.007893609,4,1
LRMP,0.05879881,0.007867899,4,0
PRPS2,0.011693445,0.0078076944,4,1
MARCH9,0.054763433,0.0076250583,4,1
RNF111,0.05693932,0.007552892,4,1
SETD7,0.1667925,0.007495448,4,2
INPP5E,0.038940933,0.007402961,4,0
WBP11,-0.060904026,0.0073755234,4,1
RAB13,0.08563838,0.007374853,4,2
DPP9,-0.055803984,0.0073480383,4,2
TMEM52B,0.046205718,0.00734739,4,0
AC090517.5,0.043294832,0.00734492,4,0
UAP1L1,0.014470379,0.007343523,4,2
TET3,-0.020441093,0.0073244944,4,1
SART3,0.010429372,0.0072674863,4,2
AMN1,0.035282977,0.007246852,4,0
KMT5C,0.040754795,0.007242454,4,0
ZWILCH,0.050271142,0.007185611,4,1
LINC00339,0.019803958,0.007165825,4,1
CTSO,0.0024466563,0.0071610063,4,2
BET1,0.005956322,0.00712562,4,1
ZNF770,-0.010175495,0.007116642,4,1
EGFL8,0.10124893,0.0071111466,4,0
ACO1,0.076677665,0.006999301,4,0
ERI1,0.044317123,0.006974317,4,0
TERF2,0.043051753,0.0069178995,4,0
INAFM2,0.09052936,0.006913729,4,1
NCBP3,-0.022904202,0.0067275204,4,1
TARS,-0.13105005,0.006695356,4,2
ZNF23,0.055788103,0.006570838,4,1
FAM160A2,0.073546045,0.0065550637,4,0
CD28,0.077397,0.006518297,4,1
TMEM181,0.04992273,0.0064998753,4,0
SYNE3,0.12106333,0.006346589,4,0
PRC1,0.07595711,0.006345827,4,1
NMNAT3,0.094329774,0.006292597,4,0
CTBP1-DT,0.08117674,0.0061556106,4,0
PPAN,0.0013443778,0.0061444305,4,2
NAXD,-0.04878831,0.006062515,4,1
PMF1,0.027177302,0.0060574636,4,2
MSH2,0.05542959,0.0060212314,4,0
C12orf29,0.05837026,0.0059103766,4,0
DUS2,0.025073864,0.005868882,4,1
KPNA5,0.035854086,0.0057809968,4,1
C1orf122,0.019397154,0.00569202,4,2
IFITM10,-0.030763915,0.0056422353,4,2
MSANTD2,0.05560262,0.0055799335,4,2
ZNF813,0.06277713,0.005528619,4,0
IFRD2,-0.017676929,0.005499251,4,2
DCK,-0.036603708,0.00545875,4,2
BRD9,-0.014856771,0.0054264367,4,2
GLB1L,0.100149274,0.0053486777,4,0
ARF3,0.037107076,0.0053289905,4,2
AC097376.3,0.12026871,0.0052371845,4,0
RPL22L1,0.016901026,0.0052331686,4,2
MTX2,0.04830991,0.0052204877,4,2
TNFAIP8L2,0.023257874,0.005161941,4,2
PLK3,0.11317853,0.0051337034,4,2
ZNF420,0.047958974,0.0051007518,4,0
MGAT4B,0.046056774,0.0050549284,4,1
TRAM2,0.03162345,0.0050432635,4,1
ZFAND6,-0.13659415,0.0050348267,4,2
VPS25,-0.0015257001,0.0050138645,4,2
ARSG,0.061814293,0.005003512,4,1
CCL13,0.11550501,0.00481743,4,0
AC015813.1,0.057914436,0.004790391,4,0
SERPINB9P1,0.08972537,0.0047795717,4,1
TRAF3IP1,0.0736712,0.004482747,4,0
APPBP2,0.041301426,0.0044802576,4,1
NUP133,0.0728317,0.004418362,4,1
ADAMTS10,0.028725108,0.004352415,4,0
AHDC1,0.035309203,0.0043127453,4,0
YAF2,-0.036524337,0.00429523,4,1
MIEF1,0.012358244,0.004290074,4,2
XPO5,0.06697101,0.004229335,4,2
SLC38A2,-0.077394,0.0041499287,4,2
SGMS2,0.030150628,0.004136903,4,0
C12orf65,0.030329218,0.004131917,4,2
TIMM8A,0.054014742,0.0038475264,4,1
SATB1,0.03165532,0.0038347542,4,2
NNMT,0.11529052,0.0037910715,4,1
MYEOV,0.054519136,0.0037332298,4,0
ATRN,-0.057477113,0.0036968477,4,2
COL1A1,0.11627176,0.0036959583,4,0
MIR503HG,0.08019399,0.0036557144,4,0
GPATCH2L,0.06906142,0.0036409497,4,2
NOL11,0.054595903,0.003639195,4,2
SNAPIN,0.03253538,0.0036166944,4,2
RCBTB2,0.09729656,0.003550157,4,2
NTAN1,0.086740725,0.003549695,4,2
FAM228B,0.030275673,0.003433113,4,2
SETMAR,0.061718155,0.0033621492,4,0
CLIP2,0.019412441,0.0028444007,4,1
PHF14,0.030715803,0.0028416961,4,2
RBM28,0.14090765,0.0023196414,4,0
TCTA,0.099001326,0.0021226853,4,0
PRH1,0.049223974,0.0019329013,4,0
ERI2,0.054065634,0.001889186,4,2
AP4M1,0.06267808,0.0017207004,4,0
COX10,0.08527273,0.0013424028,4,0
DCAF4,-0.008411062,0.0010947417,4,1
RPS29,0.23420025,0.335055,3,3
RPS24,0.22534563,0.29432452,3,3
PLD2,0.3146133,0.26360077,3,3
RPL26,0.2163276,0.25308764,3,3
UBA52,0.3766725,0.23673612,3,3
CYBA,0.31089193,0.22406971,3,3
SRGN,0.17923029,0.22317743,3,3
IFIT2,0.25009403,0.19082074,3,3
GADD45G,0.1716159,0.18381014,3,3
RNF130,0.071427464,0.18241566,3,3
CLIC1,0.2078337,0.18152082,3,3
MAP3K8,0.2430343,0.18095344,3,3
ALOX5AP,-0.053031623,0.17971933,3,3
LGMN,0.22791432,0.17128465,3,3
EIF4A3,0.13232897,0.16057959,3,3
BLOC1S1,0.1958824,0.1569831,3,3
REX1BD,0.07696688,0.15457565,3,3
RPS23,0.12691355,0.15247118,3,3
CCL4,0.17720886,0.15034449,3,3
APRT,-0.017899355,0.14603435,3,3
IRAK4,0.15483506,0.14266148,3,2
RPL31,0.07809782,0.14142197,3,3
MYL12A,0.16844194,0.13622254,3,3
TOMM5,0.08472823,0.13557515,3,3
COX7C,0.077436894,0.13556835,3,3
AAMP,0.17009234,0.13520935,3,2
VDAC3,0.2287848,0.13145766,3,3
STX6,0.07233835,0.13144173,3,3
PTPRA,0.21791154,0.13098463,3,3
CDC42,0.22622056,0.12937978,3,3
RPL18,0.07168484,0.12696964,3,3
CHD2,0.20873803,0.12650691,3,3
ZNF385A,0.1251119,0.125077,3,3
CRTAP,0.16171752,0.12401512,3,3
HMGB1,0.102423854,0.12380105,3,3
RPL36A,0.18486975,0.12111819,3,3
TTC19,0.10124651,0.118512504,3,3
PSMG4,0.140368,0.118438706,3,3
SOCS3,0.22361867,0.116258144,3,3
FTL,0.47456077,0.114230394,3,3
VAMP3,0.053209033,0.11356592,3,3
NPEPPS,0.10296514,0.11214382,3,3
SREBF1,0.07113265,0.11133592,3,3
SEC61B,0.08823899,0.11058676,3,3
SGK3,0.08645851,0.10684006,3,2
TOMM7,-0.028614124,0.10591614,3,3
RAB7A,0.19313002,0.10538125,3,3
CD302,0.13026802,0.10515028,3,2
PGAM1,0.067014225,0.10487391,3,3
STAT3,0.10553893,0.10380857,3,3
TAF1D,0.09609148,0.10374783,3,3
EDF1,-0.026236057,0.10163587,3,3
UQCRC2,0.1375596,0.09984658,3,3
ATP5PB,0.2465756,0.09766093,3,3
CTDNEP1,0.21581878,0.09720056,3,3
CERT1,0.15933195,0.0968732,3,3
RNF144B,0.045940686,0.096729085,3,3
PFDN5,0.027089039,0.09588772,3,3
TMBIM6,-0.008513689,0.09587258,3,3
PLEK,0.07306977,0.09473121,3,3
NEK4,0.081117935,0.09468941,3,3
TNFSF10,0.20583169,0.09442809,3,3
NINJ1,0.03875025,0.094024464,3,3
SFT2D1,0.021015277,0.09383015,3,3
NLRP3,-0.07903102,0.093282774,3,3
STAMBP,0.120476805,0.09325017,3,3
IMP4,0.0018342435,0.092916206,3,3
GBE1,0.071030386,0.09242791,3,3
SLC25A6,-0.03584523,0.09231371,3,3
NAGPA,0.09017559,0.09207702,3,3
RPS15,0.26202998,0.091405034,3,3
MIER1,0.12218553,0.09132009,3,2
RPL8,-0.06374023,0.09094679,3,3
HSPE1,0.10427197,0.09079678,3,3
ATP6AP1,0.0916016,0.09066272,3,3
EIF1,0.16210194,0.09025943,3,3
RFFL,0.10416152,0.089542866,3,3
RPL10,-0.007858634,0.08943319,3,3
TREM2,0.13147171,0.08880898,3,3
AFF1,0.1354466,0.088227294,3,3
DDX21,0.1779712,0.08779749,3,3
POMP,0.0655798,0.08760163,3,3
LRCH3,0.08814311,0.087597236,3,3
PI4KB,0.14603059,0.087505795,3,3
RPS7,-0.18193305,0.08743584,3,3
RPL19,-0.03154983,0.08711767,3,3
ATP6V1A,0.06375032,0.08642834,3,3
CORO1A,-0.08896481,0.08619392,3,3
PPIB,0.02694264,0.08543438,3,3
ARHGAP6,0.11798816,0.084694035,3,2
UQCRFS1,-0.017807325,0.08386423,3,3
HLA-A,0.30824122,0.08380091,3,3
GBP4,0.18699677,0.083353795,3,3
ANAPC11,0.070704125,0.083209395,3,3
GNB4,0.14541906,0.08268686,3,3
SIAH2,0.11523912,0.08260713,3,3
RPL10A,0.02096806,0.08210975,3,3
BAG1,0.13958694,0.08186893,3,3
PPP4R3A,0.08062686,0.08112623,3,3
RPS5,-0.06595435,0.08107549,3,3
VEGFA,0.15462254,0.0809623,3,2
PRAM1,0.12508701,0.08094025,3,2
RPS21,-0.18847896,0.079782784,3,3
GPX4,0.06830565,0.079164684,3,3
TMEM109,0.02039735,0.0790429,3,3
HMGN1,0.03292444,0.07813296,3,3
PARK7,0.09431678,0.07799399,3,3
EMD,0.16559844,0.077973306,3,3
CCDC90B,0.14469492,0.07724331,3,3
TM9SF2,-0.07845157,0.077233545,3,3
SUZ12,0.03597523,0.076373465,3,3
TAP2,0.15038109,0.07618901,3,3
HLA-DMA,0.05426072,0.07549745,3,3
MICOS13,0.06808022,0.07545054,3,3
FYB1,0.16622598,0.07534677,3,3
DUSP22,0.1388018,0.075294785,3,2
MB21D2,0.086895555,0.07454945,3,2
TARS2,0.085025735,0.07454945,3,2
USP3,0.09356975,0.07454945,3,2
TAX1BP1,0.06525052,0.07415809,3,3
DNAJC1,0.02938591,0.07412163,3,3
RBMX,0.080310695,0.073789865,3,3
TMED9,-0.055058476,0.07377988,3,3
SMCHD1,0.123816885,0.07331269,3,3
SBNO1,0.015899604,0.073055565,3,2
ZNHIT1,0.016139537,0.072852924,3,3
CACYBP,0.13246053,0.07283965,3,3
STX5,0.08882951,0.07277277,3,3
ZBTB1,0.16155519,0.072646126,3,3
RPL9,0.11394296,0.072630405,3,3
ZMYM3,0.07053784,0.072586,3,2
TSTD1,0.06405267,0.07199517,3,3
MAP4,0.09306634,0.07179235,3,3
PRDX1,0.13219614,0.07177949,3,3
TNFSF13B,0.15969084,0.07147083,3,3
TMEM33,0.021612452,0.07118312,3,3
GPR160,0.089406095,0.06984213,3,2
ZNRD1,0.06130929,0.06951189,3,3
TNIP2,0.07075433,0.0695053,3,3
ORMDL1,0.04684496,0.06924566,3,3
SYNGR2,0.16191024,0.06913391,3,3
RPS28,0.033029716,0.069001555,3,3
GALK2,0.07749962,0.06842183,3,2
UBC,0.014356971,0.068234205,3,3
FEZ2,0.1394998,0.068212,3,3
SNX17,0.10231421,0.06767622,3,3
HIGD2A,0.069253415,0.067527235,3,3
ATP2B1,0.08211993,0.06705334,3,3
TFEC,0.15779556,0.06704613,3,3
MTIF2,0.09595398,0.066791214,3,2
EIF2S2,0.074359626,0.066419184,3,3
RNF181,0.090087615,0.06638238,3,3
PCK2,0.059347365,0.06620155,3,3
TNIP1,0.0927035,0.06587259,3,3
RAB5A,0.033949535,0.06551755,3,3
PTGR1,0.07782138,0.06548914,3,3
MAP3K3,0.08194192,0.065032415,3,3
PRR13,0.044048578,0.06491023,3,3
TOMM6,0.010021727,0.06490037,3,3
CDC23,0.14216788,0.06452387,3,2
GSKIP,0.072236046,0.06452387,3,2
REPS2,0.069160454,0.06452387,3,2
TBPL1,0.05815343,0.0643971,3,2
SEC11C,0.030751904,0.06423983,3,3
PFDN2,0.10582604,0.06421873,3,3
UQCRH,-0.015744,0.06388742,3,3
CAPN7,0.10213032,0.063859805,3,3
MAPKAPK3,0.037535697,0.0637504,3,3
LAMP2,0.13297227,0.06337917,3,3
PJA2,0.08523238,0.06336258,3,3
AZI2,0.0010172675,0.063045576,3,3
NUDT21,0.08306649,0.062959336,3,3
PUF60,0.07295314,0.062596105,3,3
KDM3A,0.09413164,0.06248209,3,3
COMMD1,0.049896147,0.06244111,3,3
ATP5MG,-0.013761272,0.062390864,3,3
UBE2L3,0.17095603,0.061531752,3,3
RNF138,0.05405436,0.06105028,3,2
ABCG1,0.12869792,0.060812637,3,3
RNF125,0.11213345,0.0606921,3,2
CDC37,0.10875789,0.060655504,3,3
PPIL3,0.085671015,0.060493592,3,1
RAB9A,0.022111982,0.060484193,3,3
DYNC1LI1,0.082737826,0.060385585,3,3
STRN3,0.10227913,0.06013973,3,2
CCL5,0.14349064,0.059721157,3,3
NDUFS7,-0.0069509395,0.05960746,3,3
SLIRP,0.19102971,0.059572965,3,3
L3MBTL2,0.062827796,0.05943949,3,2
CTR9,0.113604195,0.059373714,3,2
CALCOCO2,-0.027386555,0.059279412,3,3
PRKRIP1,0.05179782,0.059014156,3,3
MAP2K2,0.034691658,0.05833654,3,3
BLNK,0.0319403,0.058228523,3,3
PRKAG2-AS1,0.069321625,0.058218714,3,2
ZNF394,-0.030413836,0.05806791,3,3
CTSD,0.19680464,0.057844758,3,3
BBX,0.07462715,0.057487875,3,2
SLC37A2,0.08772552,0.05747129,3,3
MRPL33,0.09583464,0.056605414,3,3
LAMP1,0.029245274,0.056569383,3,3
TM9SF1,0.07634731,0.056373972,3,3
RPS6KB2,0.09151751,0.056186914,3,3
GABARAP,0.1918125,0.056055605,3,3
RNF38,0.033803042,0.05602157,3,3
TMEM199,0.0662541,0.05584094,3,2
SEC22B,0.10304444,0.055839866,3,3
MCFD2,-0.008273731,0.055630233,3,2
TCEAL3,0.09695623,0.055628434,3,3
DDB2,0.04145236,0.05559984,3,3
SCLT1,0.08410442,0.05549688,3,2
DKC1,0.050938975,0.055463843,3,3
FNDC3A,0.17426752,0.05537419,3,3
NIP7,0.08891449,0.055321407,3,3
UGP2,0.0034242272,0.05510048,3,3
SLMAP,0.032259464,0.05485662,3,3
CAPN2,0.04442485,0.054826543,3,3
SIMC1,0.047572285,0.054534018,3,3
TTC1,0.07298723,0.054451667,3,1
NFATC3,0.077891216,0.054435916,3,2
ENTPD1,0.06494501,0.05436851,3,2
PIAS1,0.098098755,0.053434692,3,3
NOB1,0.14156285,0.053342875,3,2
RPS8,-0.052021664,0.053323984,3,3
PRPF6,0.046008214,0.053164184,3,3
KLF6,-0.10847237,0.053148627,3,3
RPL41,-0.09835263,0.05282849,3,3
SFMBT2,0.028655061,0.052574076,3,3
NDUFS5,0.06496426,0.052458435,3,3
PGM2,0.05852878,0.05240048,3,3
RPS20,0.08319286,0.05235839,3,3
LYRM2,0.048130106,0.052315585,3,3
KRCC1,0.09050415,0.052258715,3,3
ATOX1,0.029242426,0.052064925,3,3
BRD3,0.08224606,0.051998783,3,2
PRKACB,0.010591358,0.051508754,3,3
KLHL36,0.08883654,0.05147649,3,3
CWC15,-0.113426626,0.051475048,3,3
CCT3,-0.017316187,0.051345542,3,3
DNAJB12,0.2175587,0.051255316,3,3
RPTOR,0.11368743,0.05100623,3,2
ITPK1,0.070071906,0.051001877,3,3
RHOT1,0.114640854,0.050891064,3,3
AHCYL1,0.064586945,0.050617665,3,3
DHX29,0.078306,0.050393242,3,2
CNTLN,0.078301884,0.050361272,3,3
SF3A1,0.03627118,0.050292432,3,3
DHX16,0.040963244,0.050182316,3,3
ALDH1A1,0.08458909,0.050163463,3,2
LINC00667,0.06998157,0.050071973,3,3
RASSF7,0.061025757,0.04980152,3,3
DYNLL1,0.2448285,0.049409807,3,3
RPL28,0.009705822,0.049342632,3,3
RRAGC,0.069132,0.049235746,3,2
ASB3,0.06476386,0.049170256,3,2
TRIM23,0.11501032,0.049170256,3,2
MAP4K3-DT,0.0034792796,0.04907614,3,3
TMEM91,0.07398293,0.048874885,3,3
SUMO1,0.10729919,0.04874666,3,3
BSCL2,0.075828485,0.048679166,3,2
ATL2,0.08737031,0.048530944,3,2
SDHA,0.08623502,0.0484232,3,2
UBR2,0.08789157,0.048292205,3,2
SCNM1,0.03159705,0.04798101,3,3
DSTN,0.00071042776,0.047431663,3,3
EIF2B1,0.01654507,0.047204815,3,2
RPS9,0.1280192,0.047010183,3,3
NCL,0.17639475,0.046782166,3,3
LINC01357,0.05330352,0.046677087,3,3
ADGRG1,0.08824152,0.046379447,3,1
ENY2,0.136407,0.046352714,3,3
SMURF2,0.1125562,0.04614497,3,3
MRPL13,0.008868419,0.046055958,3,3
SEH1L,0.09544196,0.045955535,3,2
RBX1,0.05456607,0.045927837,3,3
SCARB2,0.14982337,0.0458574,3,3
ZMYM5,0.06641187,0.045851674,3,1
PRMT3,0.14563821,0.04582603,3,2
POLL,0.15283765,0.04564162,3,2
ZNF226,0.04562199,0.045571413,3,3
YWHAZ,0.11133396,0.045527607,3,3
PTP4A2,0.048832115,0.045519263,3,3
RTF2,0.078954235,0.045483947,3,3
CHCHD7,0.074319325,0.045237314,3,3
TAGAP,0.07118327,0.044963494,3,3
ITGAX,-0.10655928,0.04460925,3,3
SCO1,0.068063475,0.044437647,3,1
UBAP1,0.07691582,0.04440607,3,3
ZPR1,0.008291899,0.044316355,3,3
MRPS17,0.032494724,0.04422501,3,2
ABHD14A,0.02523756,0.044196997,3,2
PRKX,0.14113997,0.044068947,3,3
SEC61G,0.03631882,0.044009775,3,3
AKR1A1,0.1737978,0.04386866,3,3
HSPH1,0.14294426,0.04382754,3,3
NAA15,0.041604802,0.043594193,3,3
AOAH,0.13484453,0.04356143,3,3
COX17,0.077643774,0.043558627,3,3
MELTF,0.06004997,0.043551236,3,2
TDP2,0.018994534,0.04354297,3,3
RSL24D1,0.0045154095,0.043504007,3,3
MARK2,0.046447467,0.043410107,3,2
SEC62,0.009269576,0.043154597,3,3
EPB41,0.07958735,0.042959586,3,3
C8orf82,0.07082566,0.042917304,3,2
PRPF4,0.036727153,0.0429096,3,2
AC020912.1,0.067035936,0.04273636,3,2
RLIM,0.05170987,0.04273636,3,2
SLC35F6,0.09298953,0.04243146,3,3
CENPB,0.1902171,0.042411387,3,3
GOPC,0.009614949,0.042223368,3,2
RELCH,0.039989784,0.042204857,3,2
BOD1L1,-0.0010991693,0.04219027,3,3
TAGLN2,0.14629444,0.042131543,3,3
ARHGAP45,0.01875653,0.041968927,3,3
PCBD1,0.06504657,0.041888893,3,3
GPSM3,0.09615255,0.04183188,3,3
HPRT1,0.014122737,0.04178878,3,3
DAZAP2,0.102689765,0.04157272,3,3
NSUN5,-0.010376814,0.041558377,3,3
SF3A3,0.043845255,0.041470848,3,3
BNIP3,-0.054182883,0.041356284,3,3
ACLY,0.02323913,0.041324303,3,3
UACA,0.022082737,0.04128004,3,2
IFIT1,0.028577337,0.041218504,3,3
CCNG1,0.08010063,0.04112947,3,3
ARHGAP1,0.03768325,0.041116633,3,2
TTC5,0.13752538,0.041014437,3,2
SMYD5,0.09320712,0.040993664,3,1
ADSL,0.056543853,0.04098047,3,3
GLT8D1,0.06301578,0.040977634,3,2
AMZ2,0.069502994,0.040734246,3,3
DUT,0.044468373,0.04071866,3,3
PDHB,0.044897985,0.040556747,3,3
MT-ND6,-0.045446128,0.04046592,3,3
TMCO1,0.17018919,0.04038416,3,3
UTRN,0.026144834,0.039929934,3,3
PARVB,-0.0062979185,0.039870232,3,3
TRIM28,0.09294045,0.03976229,3,3
POR,0.063355334,0.039751936,3,3
NACA,-0.040353995,0.039708138,3,3
PLPBP,0.10042823,0.039670467,3,3
NUDT5,0.04504043,0.039428934,3,3
HERC3,0.13066562,0.03942295,3,1
ZMAT5,0.045253653,0.03925748,3,2
NIFK,0.04892388,0.03915219,3,3
IL13RA1,0.043982368,0.039143696,3,3
AL392172.1,0.087382145,0.039142776,3,2
EPHX1,0.052158803,0.03894364,3,3
IL10,0.029452572,0.038924936,3,2
CYB561D2,0.020050967,0.038708806,3,3
AVL9,0.080235034,0.038611844,3,3
NPAT,0.087014236,0.038511626,3,2
NDUFA13,0.112608135,0.0384672,3,3
BLCAP,0.14901455,0.038420342,3,3
ATP6V0D1,0.090533994,0.03822425,3,3
CNPPD1,0.035799876,0.038194146,3,3
SLC15A4,0.028591739,0.038178876,3,3
ALG1,0.04060376,0.0381774,3,2
KBTBD2,0.09384102,0.038112838,3,3
ADGRE5,0.039882276,0.03808981,3,2
AGPAT2,0.07576179,0.038033687,3,3
BMI1,0.036154136,0.038004454,3,3
PRMT1,0.061727326,0.037910298,3,3
PDCD2,0.06388584,0.03785833,3,3
PSMD2,0.005867988,0.037735187,3,3
SERPINH1,0.078900635,0.037727147,3,2
GOLGA4,-0.0695817,0.03768632,3,3
PSMB8,0.008031736,0.03746792,3,3
FAM122B,0.030771717,0.037466217,3,3
SLC66A2,0.02527105,0.037441984,3,3
SLC50A1,0.0926361,0.037302,3,3
PPP1R2,0.04209299,0.037284464,3,3
HAUS4,0.066136315,0.037226576,3,2
TMEM183A,0.10968992,0.037225723,3,2
PEX26,0.056965422,0.03719049,3,2
CDC16,0.28862658,0.037184805,3,2
BCAS2,0.037522193,0.037136078,3,2
RMC1,0.04899849,0.03703062,3,1
FBL,-0.11868758,0.036912724,3,3
ZBTB20,0.06116898,0.036876015,3,1
SHLD2,0.06377288,0.036874454,3,2
ARL1,-0.02241335,0.03662478,3,3
SIPA1L2,0.035815824,0.03658961,3,2
ARMCX6,0.0050808094,0.03652414,3,3
RNASEK,-0.09200845,0.036495626,3,3
DPM3,0.028588584,0.036377244,3,3
NSF,0.113874525,0.036283776,3,3
DDX50,0.079840206,0.03626194,3,3
MAN1A2,0.14233817,0.036255326,3,3
SH3YL1,0.054046977,0.03605678,3,2
ZNF524,0.027787857,0.036015436,3,3
MPDU1,0.050593656,0.035981774,3,2
CHCHD6,0.034418236,0.03594176,3,3
EZH1,0.06030491,0.035922013,3,3
SNAP29,0.06427381,0.035867505,3,3
ILF3,0.06767202,0.035785973,3,3
NSUN4,0.064458005,0.035780616,3,1
DERL2,0.121243216,0.035590284,3,2
APC,0.06836023,0.03533154,3,1
NFU1,0.0826303,0.035315167,3,3
SRPK2,0.12934013,0.035196587,3,3
LRPPRC,0.032182064,0.03501899,3,3
MECP2,-0.12381944,0.035000928,3,3
NAPRT,0.012704049,0.034972116,3,2
MAPRE1,0.10161919,0.034909002,3,3
SCFD2,0.0115669025,0.034908455,3,2
EPB41L4A-AS1,0.08046171,0.034828544,3,2
LATS2,0.057807386,0.03481015,3,2
SCPEP1,0.07131944,0.034683228,3,3
PLBD2,0.11656324,0.03455569,3,2
SMARCD2,0.1047034,0.0344157,3,2
UPK3BL1,0.018186375,0.034268457,3,2
HECTD3,0.036757875,0.034192193,3,3
ARF5,0.09871459,0.034056038,3,3
VAT1,0.0067802616,0.033961996,3,3
AC100810.1,-0.020607432,0.033915743,3,3
ERAL1,0.06860967,0.033749126,3,2
MDH2,0.009383395,0.03369853,3,3
NDRG1,-0.036672387,0.033565506,3,3
TCF20,0.07012449,0.03340602,3,1
ETV3,0.19123054,0.033382498,3,3
LST1,-0.017718693,0.033230424,3,3
PSMB2,0.08383218,0.033157498,3,3
SIL1,-0.041404556,0.03309208,3,3
WIPI2,0.022921761,0.033003807,3,2
RGS16,0.0029787098,0.032813422,3,3
GBP1,0.032607347,0.03268382,3,3
KDM4A,0.03649198,0.03264416,3,3
RIOK2,0.07299458,0.032529727,3,3
ADA2,0.06764978,0.032501727,3,3
GSTP1,0.18915331,0.032492757,3,3
PGD,-0.025478533,0.032484442,3,3
GLA,0.05642587,0.032388926,3,2
EPC1,-0.022347033,0.032385014,3,3
EIF3D,-0.003899932,0.03237517,3,3
TMEM219,0.063030474,0.032307476,3,3
TMEM70,-0.001738665,0.032229237,3,3
SFXN3,0.09524014,0.032047153,3,3
CD46,0.10749877,0.031970166,3,3
PYCARD,0.105495006,0.031949073,3,3
REXO2,0.014924132,0.031936225,3,2
ZNF107,0.07440738,0.03183505,3,3
TCF12,0.09414811,0.031755753,3,3
NUDC,0.16288504,0.031671017,3,3
ZNF438,0.14791839,0.03162153,3,3
KIF13B,0.04926184,0.0314982,3,1
IPMK,0.049131107,0.031363104,3,1
TMEM161B-AS1,0.1533901,0.03121199,3,1
WDR11,0.0011832515,0.031168409,3,3
LMAN1,0.06984672,0.031160876,3,3
CAMTA1,0.059574228,0.031116739,3,3
KCNN4,0.06610472,0.031107306,3,2
TRAK1,0.049210895,0.030910872,3,2
THAP11,0.050198544,0.030785697,3,2
CBX1,0.06298535,0.03076049,3,3
UBE2N,-0.002632603,0.030738156,3,3
GTF2H5,-0.03352375,0.030656904,3,3
LYPLA1,0.018623278,0.030656323,3,2
UBP1,0.06578895,0.030656323,3,1
EIF3M,0.023305306,0.030633792,3,3
ORC3,0.053223178,0.03061996,3,2
DDAH2,0.02042224,0.030574866,3,3
ARID3A,0.06293346,0.030526746,3,3
GPR141,0.025860662,0.030515946,3,2
MRPL18,0.047720373,0.030486695,3,3
TTC17,0.1209434,0.030431852,3,2
MAP2K1,-0.0052377186,0.030282617,3,2
